飞机地址码,数据来源,航班号,飞机注册号,航向,经度,维度,垂直加速度,地速,高度,接收机位置,未知 
78044B,SZAir,ZH9967,B-5365,111.744286,113.684082,22.462711,-273,344,1577,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.398705,109.651512,17.415436,409,748,6385,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.398705,109.660469,17.414774,409,748,6408,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,111.858826,113.685959,22.462013,-331,343,1577,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.374039,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.387863,109.668854,17.414108,429,750,6431,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,112.788170,113.690269,22.460449,-331,339,1531,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.374039,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.387863,109.676277,17.413559,409,750,6461,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,113.198593,113.695320,22.458569,-312,338,1516,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,113.322693,113.698677,22.457218,-292,336,1493,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,113.322693,113.700706,22.456375,-312,336,1485,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,19,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,331.022430,106.708054,28.359299,-312,668,6278,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,19,710,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,333.152710,106.704926,28.364698,-312,672,6263,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,19,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.170639,123.483582,41.640072,0,710,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.098022,123.483582,41.640072,0,712,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.098022,123.483582,41.640072,0,712,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,344.328247,106.692650,28.396446,-292,692,6164,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,197.012543,106.648407,29.727127,19,259,304,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,354.723785,106.690666,28.407715,-312,704,6134,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,196.875000,106.647194,29.723671,19,222,304,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.098022,123.483582,41.640072,0,712,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.398705,109.831726,17.401932,448,772,6918,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.409264,109.842773,17.401087,643,770,6979,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,357.873291,106.688606,28.447906,-312,698,6012,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,113.150879,113.766983,22.430265,-175,292,1135,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.430527,109.851700,17.400436,643,767,7018,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,113.294563,113.767372,22.430237,-214,290,1135,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.430527,109.855820,17.400110,585,767,7033,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,357.867645,106.688606,28.447906,-97,696,6004,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.098022,123.483582,41.640072,19,712,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.430527,109.860397,17.399780,565,767,7048,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,112.619865,113.769577,22.429241,-253,288,1120,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,111.459961,113.771561,22.428543,-292,288,1112,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.867645,106.688126,28.458874,-19,696,5996,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,358.019806,106.687393,28.476837,0,696,5996,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.098022,123.483582,41.640072,0,712,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.430527,109.882896,17.398087,390,767,7132,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,96.900330,113.777313,22.427032,-351,292,1059,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.867645,106.687393,28.476837,0,696,5996,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,94.419876,109.892242,17.397400,370,769,7155,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.019806,106.687019,28.486221,0,696,5996,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,358.019806,106.687019,28.486221,0,696,5996,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,85.710846,113.785149,22.426712,-292,297,1013,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.419876,109.900604,17.396757,370,769,7178,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,208.967667,123.483582,41.640072,19,711,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,358.019806,106.686653,28.494598,0,696,5996,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.409264,109.906746,17.396301,370,770,7216,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.398705,109.919334,17.395361,331,772,7239,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,68.528633,113.793640,22.428452,-234,298,967,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,19,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.398705,109.925568,17.394896,331,772,7246,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,64.075096,113.803879,22.432938,-234,296,914,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,64.722275,113.804932,22.433290,-195,294,899,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.367340,109.955849,17.392593,331,778,7338,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,64.722275,113.808029,22.434828,-195,294,891,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.367340,109.964767,17.391953,312,778,7353,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.356972,109.967751,17.391724,331,780,7368,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.492584,109.978142,17.390940,351,780,7391,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,65.706116,113.815002,22.437714,-195,292,861,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.481956,109.983246,17.390520,370,782,7406,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,65.376434,113.817261,22.438751,-195,293,845,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.481956,109.989128,17.390100,390,782,7421,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.481956,109.989128,17.390100,409,782,7437,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,65.376434,113.819168,22.439436,-195,293,845,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.346672,109.989128,17.390100,468,781,7452,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,65.526283,113.821007,22.440308,-195,295,830,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.346672,110.006393,17.388798,487,781,7482,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,65.526283,113.824158,22.441530,-195,295,822,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,65.526283,113.824158,22.441530,-195,295,822,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.346672,110.006393,17.388798,487,781,7490,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.356972,110.014778,17.388193,487,780,7513,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,65.854454,113.828445,22.443420,-175,294,800,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.356972,110.016991,17.388006,487,780,7528,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.356972,110.021301,17.387680,448,780,7536,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,65.854454,113.829803,22.443905,-195,294,792,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.492584,110.031746,17.386917,370,780,7566,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,65.854454,113.832390,22.444977,-195,294,784,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.030273,106.682091,28.607887,-292,700,5753,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,65.854454,113.834480,22.445814,-195,294,777,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.492584,110.035019,17.386642,370,780,7574,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.030273,106.681999,28.610138,-312,700,5745,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,94.481956,110.039452,17.386330,331,782,7581,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,65.376434,113.836884,22.446854,-175,293,762,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.040085,123.483582,41.640072,0,709,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,65.048485,113.837891,22.447350,-175,294,754,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,64.895432,113.839134,22.447861,-175,292,754,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.460846,110.053139,17.385269,214,785,7612,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,64.895432,113.841194,22.448933,-195,292,746,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.030273,106.681313,28.627304,-292,700,5699,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,94.460846,110.059410,17.384794,214,785,7620,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,64.895432,113.843880,22.450104,-195,292,731,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.878906,106.681000,28.635361,-292,700,5676,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,94.439941,110.065231,17.384399,234,789,7635,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,357.878906,106.681000,28.635361,-312,700,5669,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,358.030273,106.680748,28.641172,-331,700,5661,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.429558,110.076218,17.383575,234,791,7650,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.030273,106.680534,28.646433,-312,700,5646,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,94.429558,110.080505,17.383257,234,791,7658,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,49.085617,113.851219,22.454041,-195,294,701,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.419228,110.080505,17.383257,253,793,7665,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,357.884491,106.680260,28.653625,-292,702,5623,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,43.465656,113.851219,22.454041,-214,293,693,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.419228,110.087685,17.382706,273,793,7673,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,94.419228,110.092796,17.382339,292,793,7680,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.408936,110.105370,17.381378,351,795,7719,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,26.725094,113.855331,22.458895,-195,296,670,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.542000,110.109535,17.381069,351,795,7726,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.176880,106.679680,28.668686,-273,698,5562,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640182,29.711014,19,0,304,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,358.172028,106.679344,28.677948,-292,696,5554,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640182,29.711012,19,0,304,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
780319,CapitalAir,ZH9749,B-6313,94.531456,110.120575,17.380232,312,796,7757,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.172028,106.679207,28.682327,-331,696,5532,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640182,29.711012,19,0,304,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,10.491477,113.857521,22.466017,-175,305,640,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.531456,110.124741,17.379906,312,796,7764,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.167175,106.678970,28.688423,-312,694,5524,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640182,29.711012,19,0,304,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
78044B,SZAir,ZH9967,B-5365,10.833046,113.858009,22.469193,-156,305,632,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,94.520958,110.130135,17.379486,312,798,7772,SYXJD1,SYXJD1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,358.468384,106.678413,28.705948,-312,692,5471,CKGCH1,CKGCH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,358.310791,106.678200,28.711853,-312,691,5448,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640198,29.711014,19,0,304,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,348.486176,113.859352,22.480589,0,306,617,SZXZH1,SZXZH1
780bef,SYAirport,ZH9601,,209.112823,123.483582,41.640072,0,708,7193,ZYTX,ZYTX
7802CF,CHAir,ZH9825,B-5187,358.306274,106.678001,28.719240,-312,689,5433,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640198,29.711014,19,0,304,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,338.325348,113.857620,22.485756,19,310,617,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.297119,106.677620,28.730759,-331,685,5394,CKGCH1,CKGCH1
780C6C,CHAir,ZH9793,,261.562500,106.640182,29.711023,19,0,304,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,334.493073,113.856262,22.488419,19,313,617,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,333.737305,113.855743,22.489479,0,313,617,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.137390,106.677193,28.743587,-312,683,5349,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.368408,113.854164,22.492599,-39,311,617,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.368408,113.852966,22.494598,-97,311,617,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.067413,113.850861,22.498278,-214,312,609,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.283203,106.676666,28.758774,-292,679,5303,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.225708,113.850166,22.499496,-273,313,594,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.225708,113.849373,22.501007,-273,313,586,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.500854,113.846077,22.506821,-234,304,556,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.488007,113.845428,22.507828,-195,300,548,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.792999,113.844246,22.510010,-253,295,533,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.760529,106.675240,28.794754,-312,663,5196,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,357.760529,106.674934,28.802242,-273,663,5181,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.241455,113.839432,22.518814,-273,278,480,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.747955,106.674446,28.812485,-292,659,5143,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,357.741608,106.674294,28.816589,-312,657,5128,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.062866,113.836838,22.523438,-292,276,441,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.896851,106.673904,28.825659,-312,656,5105,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,333.265442,113.835640,22.525497,-214,279,426,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.884918,106.673637,28.831850,-312,652,5090,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.927917,113.834587,22.527237,-253,280,419,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.878906,106.673424,28.837715,-312,650,5067,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.927917,113.833237,22.529938,-253,280,403,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.872864,106.673264,28.841625,-331,648,5059,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,333.262878,113.831985,22.532076,-195,275,381,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.872864,106.672867,28.850555,-331,648,5029,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,357.872864,106.672722,28.854567,-273,648,5013,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.062866,113.828400,22.538589,-292,276,350,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.854462,106.672073,28.869598,-312,643,4968,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.579865,113.825851,22.543030,-273,277,312,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.848267,106.671600,28.879898,-312,641,4930,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.566895,113.823593,22.547157,-253,273,289,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.566895,113.823105,22.548203,-214,273,281,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.007904,106.671272,28.887108,-312,639,4892,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,333.260254,113.822372,22.549438,-195,271,266,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.007904,106.670860,28.897202,-292,639,4869,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.223450,113.819473,22.554747,-253,274,236,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,331.699249,113.819473,22.554747,-273,273,236,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,331.542969,113.818611,22.556122,-273,275,220,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,357.835785,106.670120,28.916061,-292,637,4823,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,357.996307,106.670029,28.918484,-331,635,4800,CKGCH1,CKGCH1
7802CF,CHAir,ZH9825,B-5187,358.163147,106.669762,28.925140,-331,635,4792,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.566895,113.815048,22.562380,-273,273,167,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.062515,110.417938,17.433115,331,832,8503,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,56.062515,110.419540,17.434158,331,832,8511,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,56.062515,110.424271,17.437212,331,832,8519,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.566895,113.813171,22.565639,-253,273,160,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.320251,106.669441,28.935289,-312,631,4754,CKGCH1,CKGCH1
78044B,SZAir,ZH9967,B-5365,332.042023,113.813171,22.565639,-234,272,160,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.062515,110.426865,17.438889,312,832,8534,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,56.028038,110.426865,17.438889,292,835,8549,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,331.699249,113.811440,22.568806,-253,273,137,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.305359,106.669060,28.947418,-351,626,4716,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,56.028038,110.444359,17.450226,312,835,8587,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,56.028038,110.452667,17.455553,312,835,8595,SYXJD1,SYXJD1
7802CF,CHAir,ZH9825,B-5187,358.300323,106.668793,28.955120,-312,624,4678,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,56.028038,110.457520,17.458719,312,835,8610,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,333.088745,113.806961,22.576672,-195,274,99,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.098900,110.459381,17.459929,292,836,8618,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.744659,113.806099,22.578209,-214,274,83,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,358.300323,106.668427,28.966827,-292,624,4655,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,56.098900,110.462860,17.462173,273,836,8618,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,55.959721,110.487190,17.477898,175,840,8671,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,333.262878,113.801628,22.586288,-253,275,30,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.030273,110.490952,17.480347,156,841,8671,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.920319,113.801628,22.586288,-253,276,30,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.754913,113.798584,22.591919,-214,279,-7,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,55.996273,110.505638,17.489862,156,844,8694,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.241455,113.795784,22.596954,-253,278,-38,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.241455,113.795624,22.597294,-253,278,-38,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.241455,113.795624,22.597294,-253,278,-38,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.241455,113.793938,22.600204,-234,278,-60,SZXZH1,SZXZH1
78044B,SZAir,ZH9967,B-5365,332.402710,113.793938,22.600204,-136,275,-60,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,55.998734,110.538658,17.511200,214,851,8747,SYXJD1,SYXJD1
780319,CapitalAir,ZH9749,B-6313,56.068325,110.540504,17.512394,195,852,8755,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.402710,113.793938,22.600204,-136,275,-60,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,55.965199,110.552246,17.520035,195,853,8778,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.402710,113.793938,22.600204,-136,275,-60,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.034641,110.556915,17.523056,214,855,8785,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.402710,113.793938,22.600204,-136,275,-60,SZXZH1,SZXZH1
780319,CapitalAir,ZH9749,B-6313,56.034641,110.564392,17.527895,253,855,8801,SYXJD1,SYXJD1
78044B,SZAir,ZH9967,B-5365,332.402710,113.793938,22.600204,-136,275,-60,SZXZH1,SZXZH1
7802CF,CHAir,ZH9825,B-5187,4.992081,106.667015,29.060841,-312,617,4343,CKGCH1,CKGCH1
780319,CapitalAir,ZH9749,B-6313,56.001156,110.579514,17.537659,175,857,8823,SYXJD1,SYXJD1
